Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
OA,Annual population,203,Czechia,551,Rural population,3010,Population - Est. & Proj.,2012,2012,1000 persons,2837.581,X,Figure from international organizations,
OA,Annual population,203,Czechia,551,Rural population,3010,Population - Est. & Proj.,2013,2013,1000 persons,2829.75,X,Figure from international organizations,
OA,Annual population,203,Czechia,551,Rural population,3010,Population - Est. & Proj.,2014,2014,1000 persons,2820.933,X,Figure from international organizations,
OA,Annual population,203,Czechia,551,Rural population,3010,Population - Est. & Proj.,2015,2015,1000 persons,2812.446,X,Figure from international organizations,
OA,Annual population,203,Czechia,551,Rural population,3010,Population - Est. & Proj.,2016,2016,1000 persons,2804.473,X,Figure from international organizations,
OA,Annual population,203,Czechia,551,Rural population,3010,Population - Est. & Proj.,2017,2017,1000 persons,2795.276,X,Figure from international organizations,
OA,Annual population,203,Czechia,551,Rural population,3010,Population - Est. & Proj.,2018,2018,1000 persons,2784.67,X,Figure from international organizations,
OA,Annual population,203,Czechia,551,Rural population,3010,Population - Est. & Proj.,2019,2019,1000 persons,2772.368,X,Figure from international organizations,
OA,Annual population,203,Czechia,551,Rural population,3010,Population - Est. & Proj.,2020,2020,1000 persons,2758.156,X,Figure from international organizations,
OA,Annual population,208,Denmark,551,Rural population,3010,Population - Est. & Proj.,2010,2010,1000 persons,733.539,X,Figure from international organizations,
OA,Annual population,208,Denmark,551,Rural population,3010,Population - Est. & Proj.,2011,2011,1000 persons,728.151,X,Figure from international organizations,
OA,Annual population,208,Denmark,551,Rural population,3010,Population - Est. & Proj.,2012,2012,1000 persons,721.427,X,Figure from international organizations,
OA,Annual population,208,Denmark,551,Rural population,3010,Population - Est. & Proj.,2013,2013,1000 persons,716.44,X,Figure from international organizations,
OA,Annual population,208,Denmark,551,Rural population,3010,Population - Est. & Proj.,2014,2014,1000 persons,713.1,X,Figure from international organizations,
OA,Annual population,208,Denmark,551,Rural population,3010,Population - Est. & Proj.,2015,2015,1000 persons,709.587,X,Figure from international organizations,
OA,Annual population,208,Denmark,551,Rural population,3010,Population - Est. & Proj.,2016,2016,1000 persons,705.862,X,Figure from international organizations,
OA,Annual population,208,Denmark,551,Rural population,3010,Population - Est. & Proj.,2017,2017,1000 persons,701.971,X,Figure from international organizations,
OA,Annual population,208,Denmark,551,Rural population,3010,Population - Est. & Proj.,2018,2018,1000 persons,697.769,X,Figure from international organizations,
OA,Annual population,208,Denmark,551,Rural population,3010,Population - Est. & Proj.,2019,2019,1000 persons,693.384,X,Figure from international organizations,
OA,Annual population,208,Denmark,551,Rural population,3010,Population - Est. & Proj.,2020,2020,1000 persons,688.897,X,Figure from international organizations,
OA,Annual population,233,Estonia,551,Rural population,3010,Population - Est. & Proj.,2010,2010,1000 persons,425.023,X,Figure from international organizations,
OA,Annual population,233,Estonia,551,Rural population,3010,Population - Est. & Proj.,2011,2011,1000 persons,425.571,X,Figure from international organizations,
OA,Annual population,233,Estonia,551,Rural population,3010,Population - Est. & Proj.,2012,2012,1000 persons,424.323,X,Figure from international organizations,
OA,Annual population,233,Estonia,551,Rural population,3010,Population - Est. & Proj.,2013,2013,1000 persons,421.292,X,Figure from international organizations,
OA,Annual population,233,Estonia,551,Rural population,3010,Population - Est. & Proj.,2014,2014,1000 persons,418.329,X,Figure from international organizations,
OA,Annual population,233,Estonia,551,Rural population,3010,Population - Est. & Proj.,2015,2015,1000 persons,415.431,X,Figure from international organizations,
OA,Annual population,233,Estonia,551,Rural population,3010,Population - Est. & Proj.,2016,2016,1000 persons,412.594,X,Figure from international organizations,
OA,Annual population,233,Estonia,551,Rural population,3010,Population - Est. & Proj.,2017,2017,1000 persons,409.687,X,Figure from international organizations,
OA,Annual population,233,Estonia,551,Rural population,3010,Population - Est. & Proj.,2018,2018,1000 persons,406.671,X,Figure from international organizations,
OA,Annual population,233,Estonia,551,Rural population,3010,Population - Est. & Proj.,2019,2019,1000 persons,403.516,X,Figure from international organizations,
OA,Annual population,233,Estonia,551,Rural population,3010,Population - Est. & Proj.,2020,2020,1000 persons,400.194,X,Figure from international organizations,
OA,Annual population,246,Finland,551,Rural population,3010,Population - Est. & Proj.,2010,2010,1000 persons,870.88,X,Figure from international organizations,
OA,Annual population,246,Finland,551,Rural population,3010,Population - Est. & Proj.,2011,2011,1000 persons,845.427,X,Figure from international organizations,
OA,Annual population,246,Finland,551,Rural population,3010,Population - Est. & Proj.,2012,2012,1000 persons,820.527,X,Figure from international organizations,
OA,Annual population,246,Finland,551,Rural population,3010,Population - Est. & Proj.,2013,2013,1000 persons,808.694,X,Figure from international organizations,
OA,Annual population,246,Finland,551,Rural population,3010,Population - Est. & Proj.,2014,2014,1000 persons,809.393,X,Figure from international organizations,
OA,Annual population,246,Finland,551,Rural population,3010,Population - Est. & Proj.,2015,2015,1000 persons,809.95,X,Figure from international organizations,
OA,Annual population,246,Finland,551,Rural population,3010,Population - Est. & Proj.,2016,2016,1000 persons,810.329,X,Figure from international organizations,
OA,Annual population,246,Finland,551,Rural population,3010,Population - Est. & Proj.,2017,2017,1000 persons,810.547,X,Figure from international organizations,
OA,Annual population,246,Finland,551,Rural population,3010,Population - Est. & Proj.,2018,2018,1000 persons,810.217,X,Figure from international organizations,
OA,Annual population,246,Finland,551,Rural population,3010,Population - Est. & Proj.,2019,2019,1000 persons,809.403,X,Figure from international organizations,
OA,Annual population,246,Finland,551,Rural population,3010,Population - Est. & Proj.,2020,2020,1000 persons,808.148,X,Figure from international organizations,
OA,Annual population,250,France,551,Rural population,3010,Population - Est. & Proj.,2010,2010,1000 persons,13633.442,X,Figure from international organizations,
OA,Annual population,250,France,551,Rural population,3010,Population - Est. & Proj.,2011,2011,1000 persons,13541.366,X,Figure from international organizations,
OA,Annual population,250,France,551,Rural population,3010,Population - Est. & Proj.,2012,2012,1000 persons,13442.096,X,Figure from international organizations,
OA,Annual population,250,France,551,Rural population,3010,Population - Est. & Proj.,2013,2013,1000 persons,13336.757,X,Figure from international organizations,
OA,Annual population,250,France,551,Rural population,3010,Population - Est. & Proj.,2014,2014,1000 persons,13226.977,X,Figure from international organizations,
OA,Annual population,250,France,551,Rural population,3010,Population - Est. & Proj.,2015,2015,1000 persons,13113.96,X,Figure from international organizations,
OA,Annual population,250,France,551,Rural population,3010,Population - Est. & Proj.,2016,2016,1000 persons,12998.038,X,Figure from international organizations,
OA,Annual population,250,France,551,Rural population,3010,Population - Est. & Proj.,2017,2017,1000 persons,12879.012,X,Figure from international organizations,
OA,Annual population,250,France,551,Rural population,3010,Population - Est. & Proj.,2018,2018,1000 persons,12756.906,X,Figure from international organizations,
OA,Annual population,250,France,551,Rural population,3010,Population - Est. & Proj.,2019,2019,1000 persons,12631.632,X,Figure from international organizations,
OA,Annual population,250,France,551,Rural population,3010,Population - Est. & Proj.,2020,2020,1000 persons,12503.199,X,Figure from international organizations,
OA,Annual population,276,Germany,551,Rural population,3010,Population - Est. & Proj.,2010,2010,1000 persons,18633.173,X,Figure from international organizations,
OA,Annual population,276,Germany,551,Rural population,3010,Population - Est. & Proj.,2011,2011,1000 persons,18485.321,X,Figure from international organizations,
OA,Annual population,276,Germany,551,Rural population,3010,Population - Est. & Proj.,2012,2012,1000 persons,18507.405,X,Figure from international organizations,
OA,Annual population,276,Germany,551,Rural population,3010,Population - Est. & Proj.,2013,2013,1000 persons,18544.7,X,Figure from international organizations,
OA,Annual population,276,Germany,551,Rural population,3010,Population - Est. & Proj.,2014,2014,1000 persons,18587.788,X,Figure from international organizations,
OA,Annual population,276,Germany,551,Rural population,3010,Population - Est. & Proj.,2015,2015,1000 persons,18629.376,X,Figure from international organizations,
OA,Annual population,276,Germany,551,Rural population,3010,Population - Est. & Proj.,2016,2016,1000 persons,18657.193,X,Figure from international organizations,
OA,Annual population,276,Germany,551,Rural population,3010,Population - Est. & Proj.,2017,2017,1000 persons,18672.1,X,Figure from international organizations,
OA,Annual population,276,Germany,551,Rural population,3010,Population - Est. & Proj.,2018,2018,1000 persons,18671.111,X,Figure from international organizations,
OA,Annual population,276,Germany,551,Rural population,3010,Population - Est. & Proj.,2019,2019,1000 persons,18651.132,X,Figure from international organizations,
OA,Annual population,276,Germany,551,Rural population,3010,Population - Est. & Proj.,2020,2020,1000 persons,18610.145,X,Figure from international organizations,
OA,Annual population,300,Greece,551,Rural population,3010,Population - Est. & Proj.,2010,2010,1000 persons,2713.565,X,Figure from international organizations,
OA,Annual population,300,Greece,551,Rural population,3010,Population - Est. & Proj.,2011,2011,1000 persons,2667.285,X,Figure from international organizations,
OA,Annual population,300,Greece,551,Rural population,3010,Population - Est. & Proj.,2012,2012,1000 persons,2616.562,X,Figure from international organizations,
OA,Annual population,300,Greece,551,Rural population,3010,Population - Est. & Proj.,2013,2013,1000 persons,2563.761,X,Figure from international organizations,
OA,Annual population,300,Greece,551,Rural population,3010,Population - Est. & Proj.,2014,2014,1000 persons,2511.81,X,Figure from international organizations,
OA,Annual population,300,Greece,551,Rural population,3010,Population - Est. & Proj.,2015,2015,1000 persons,2462.743,X,Figure from international organizations,
OA,Annual population,300,Greece,551,Rural population,3010,Population - Est. & Proj.,2016,2016,1000 persons,2417.151,X,Figure from international organizations,
OA,Annual population,300,Greece,551,Rural population,3010,Population - Est. & Proj.,2017,2017,1000 persons,2374.332,X,Figure from international organizations,
OA,Annual population,300,Greece,551,Rural population,3010,Population - Est. & Proj.,2018,2018,1000 persons,2333.39,X,Figure from international organizations,
OA,Annual population,300,Greece,551,Rural population,3010,Population - Est. & Proj.,2019,2019,1000 persons,2292.972,X,Figure from international organizations,
OA,Annual population,300,Greece,551,Rural population,3010,Population - Est. & Proj.,2020,2020,1000 persons,2252.163,X,Figure from international organizations,
OA,Annual population,348,Hungary,551,Rural population,3010,Population - Est. & Proj.,2010,2010,1000 persons,3086.495,X,Figure from international organizations,
OA,Annual population,348,Hungary,551,Rural population,3010,Population - Est. & Proj.,2011,2011,1000 persons,3033.021,X,Figure from international organizations,
OA,Annual population,348,Hungary,551,Rural population,3010,Population - Est. & Proj.,2012,2012,1000 persons,2992.731,X,Figure from international organizations,
OA,Annual population,348,Hungary,551,Rural population,3010,Population - Est. & Proj.,2013,2013,1000 persons,2957.147,X,Figure from international organizations,
OA,Annual population,348,Hungary,551,Rural population,3010,Population - Est. & Proj.,2014,2014,1000 persons,2921.708,X,Figure from international organizations,
OA,Annual population,348,Hungary,551,Rural population,3010,Population - Est. & Proj.,2015,2015,1000 persons,2886.258,X,Figure from international organizations,
OA,Annual population,348,Hungary,551,Rural population,3010,Population - Est. & Proj.,2016,2016,1000 persons,2850.043,X,Figure from international organizations,
OA,Annual population,348,Hungary,551,Rural population,3010,Population - Est. & Proj.,2017,2017,1000 persons,2813.212,X,Figure from international organizations,
OA,Annual population,348,Hungary,551,Rural population,3010,Population - Est. & Proj.,2018,2018,1000 persons,2775.785,X,Figure from international organizations,
OA,Annual population,348,Hungary,551,Rural population,3010,Population - Est. & Proj.,2019,2019,1000 persons,2737.853,X,Figure from international organizations,
OA,Annual population,348,Hungary,551,Rural population,3010,Population - Est. & Proj.,2020,2020,1000 persons,2699.487,X,Figure from international organizations,
OA,Annual population,372,Ireland,551,Rural population,3010,Population - Est. & Proj.,2010,2010,1000 persons,1779.414,X,Figure from international organizations,
OA,Annual population,372,Ireland,551,Rural population,3010,Population - Est. & Proj.,2011,2011,1000 persons,1783.796,X,Figure from international organizations,
OA,Annual population,372,Ireland,551,Rural population,3010,Population - Est. & Proj.,2012,2012,1000 persons,1780.388,X,Figure from international organizations,
OA,Annual population,372,Ireland,551,Rural population,3010,Population - Est. & Proj.,2013,2013,1000 persons,1772.537,X,Figure from international organizations,
OA,Annual population,372,Ireland,551,Rural population,3010,Population - Est. & Proj.,2014,2014,1000 persons,1764.876,X,Figure from international organizations,
OA,Annual population,372,Ireland,551,Rural population,3010,Population - Est. & Proj.,2015,2015,1000 persons,1760.732,X,Figure from international organizations,
OA,Annual population,372,Ireland,551,Rural population,3010,Population - Est. & Proj.,2016,2016,1000 persons,1761.09,X,Figure from international organizations,
OA,Annual population,372,Ireland,551,Rural population,3010,Population - Est. & Proj.,2017,2017,1000 persons,1764.335,X,Figure from international organizations,
OA,Annual population,372,Ireland,551,Rural population,3010,Population - Est. & Proj.,2018,2018,1000 persons,1769.22,X,Figure from international organizations,
OA,Annual population,372,Ireland,551,Rural population,3010,Population - Est. & Proj.,2019,2019,1000 persons,1773.798,X,Figure from international organizations,
OA,Annual population,372,Ireland,551,Rural population,3010,Population - Est. & Proj.,2020,2020,1000 persons,1776.656,X,Figure from international organizations,
OA,Annual population,380,Italy,551,Rural population,3010,Population - Est. & Proj.,2010,2010,1000 persons,18918.497,X,Figure from international organizations,
OA,Annual population,380,Italy,551,Rural population,3010,Population - Est. & Proj.,2011,2011,1000 persons,18858.134,X,Figure from international organizations,
OA,Annual population,380,Italy,551,Rural population,3010,Population - Est. & Proj.,2012,2012,1000 persons,18706.111,X,Figure from international organizations,
OA,Annual population,380,Italy,551,Rural population,3010,Population - Est. & Proj.,2013,2013,1000 persons,18509.653,X,Figure from international organizations,
OA,Annual population,380,Italy,551,Rural population,3010,Population - Est. & Proj.,2014,2014,1000 persons,18309.186,X,Figure from international organizations,
OA,Annual population,380,Italy,551,Rural population,3010,Population - Est. & Proj.,2015,2015,1000 persons,18110.394,X,Figure from international organizations,
OA,Annual population,380,Italy,551,Rural population,3010,Population - Est. & Proj.,2016,2016,1000 persons,17914.936,X,Figure from international organizations,
OA,Annual population,380,Italy,551,Rural population,3010,Population - Est. & Proj.,2017,2017,1000 persons,17722.588,X,Figure from international organizations,
OA,Annual population,380,Italy,551,Rural population,3010,Population - Est. & Proj.,2018,2018,1000 persons,17527.87,X,Figure from international organizations,
OA,Annual population,380,Italy,551,Rural population,3010,Population - Est. & Proj.,2019,2019,1000 persons,17329.18,X,Figure from international organizations,
OA,Annual population,380,Italy,551,Rural population,3010,Population - Est. & Proj.,2020,2020,1000 persons,17125.372,X,Figure from international organizations,
OA,Annual population,428,Latvia,551,Rural population,3010,Population - Est. & Proj.,2010,2010,1000 persons,681.39,X,Figure from international organizations,
OA,Annual population,428,Latvia,551,Rural population,3010,Population - Est. & Proj.,2011,2011,1000 persons,672.334,X,Figure from international organizations,
OA,Annual population,428,Latvia,551,Rural population,3010,Population - Est. & Proj.,2012,2012,1000 persons,663.369,X,Figure from international organizations,
OA,Annual population,428,Latvia,551,Rural population,3010,Population - Est. & Proj.,2013,2013,1000 persons,654.589,X,Figure from international organizations,
OA,Annual population,428,Latvia,551,Rural population,3010,Population - Est. & Proj.,2014,2014,1000 persons,646.121,X,Figure from international organizations,
OA,Annual population,428,Latvia,551,Rural population,3010,Population - Est. & Proj.,2015,2015,1000 persons,638.051,X,Figure from international organizations,
OA,Annual population,428,Latvia,551,Rural population,3010,Population - Est. & Proj.,2016,2016,1000 persons,630.159,X,Figure from international organizations,
OA,Annual population,428,Latvia,551,Rural population,3010,Population - Est. & Proj.,2017,2017,1000 persons,622.436,X,Figure from international organizations,
OA,Annual population,428,Latvia,551,Rural population,3010,Population - Est. & Proj.,2018,2018,1000 persons,614.843,X,Figure from international organizations,
OA,Annual population,428,Latvia,551,Rural population,3010,Population - Est. & Proj.,2019,2019,1000 persons,607.314,X,Figure from international organizations,
OA,Annual population,428,Latvia,551,Rural population,3010,Population - Est. & Proj.,2020,2020,1000 persons,599.796,X,Figure from international organizations,
OA,Annual population,440,Lithuania,551,Rural population,3010,Population - Est. & Proj.,2010,2010,1000 persons,1038.457,X,Figure from international organizations,
OA,Annual population,440,Lithuania,551,Rural population,3010,Population - Est. & Proj.,2011,2011,1000 persons,1024.337,X,Figure from international organizations,
OA,Annual population,440,Lithuania,551,Rural population,3010,Population - Est. & Proj.,2012,2012,1000 persons,1006.428,X,Figure from international organizations,
OA,Annual population,440,Lithuania,551,Rural population,3010,Population - Est. & Proj.,2013,2013,1000 persons,989.541,X,Figure from international organizations,
OA,Annual population,440,Lithuania,551,Rural population,3010,Population - Est. & Proj.,2014,2014,1000 persons,974.207,X,Figure from international organizations,
OA,Annual population,440,Lithuania,551,Rural population,3010,Population - Est. & Proj.,2015,2015,1000 persons,960.792,X,Figure from international organizations,
OA,Annual population,440,Lithuania,551,Rural population,3010,Population - Est. & Proj.,2016,2016,1000 persons,949.079,X,Figure from international organizations,
OA,Annual population,440,Lithuania,551,Rural population,3010,Population - Est. & Proj.,2017,2017,1000 persons,938.898,X,Figure from international organizations,
OA,Annual population,440,Lithuania,551,Rural population,3010,Population - Est. & Proj.,2018,2018,1000 persons,929.713,X,Figure from international organizations,
OA,Annual population,440,Lithuania,551,Rural population,3010,Population - Est. & Proj.,2019,2019,1000 persons,920.766,X,Figure from international organizations,
OA,Annual population,440,Lithuania,551,Rural population,3010,Population - Est. & Proj.,2020,2020,1000 persons,911.492,X,Figure from international organizations,
OA,Annual population,442,Luxembourg,551,Rural population,3010,Population - Est. & Proj.,2010,2010,1000 persons,58.167,X,Figure from international organizations,
OA,Annual population,442,Luxembourg,551,Rural population,3010,Population - Est. & Proj.,2011,2011,1000 persons,57.681,X,Figure from international organizations,
OA,Annual population,442,Luxembourg,551,Rural population,3010,Population - Est. & Proj.,2012,2012,1000 persons,57.239,X,Figure from international organizations,
OA,Annual population,442,Luxembourg,551,Rural population,3010,Population - Est. & Proj.,2013,2013,1000 persons,56.792,X,Figure from international organizations,
OA,Annual population,442,Luxembourg,551,Rural population,3010,Population - Est. & Proj.,2014,2014,1000 persons,56.277,X,Figure from international organizations,
OA,Annual population,442,Luxembourg,551,Rural population,3010,Population - Est. & Proj.,2015,2015,1000 persons,55.66,X,Figure from international organizations,
OA,Annual population,442,Luxembourg,551,Rural population,3010,Population - Est. & Proj.,2016,2016,1000 persons,54.927,X,Figure from international organizations,
OA,Annual population,442,Luxembourg,551,Rural population,3010,Population - Est. & Proj.,2017,2017,1000 persons,54.103,X,Figure from international organizations,
OA,Annual population,442,Luxembourg,551,Rural population,3010,Population - Est. & Proj.,2018,2018,1000 persons,53.239,X,Figure from international organizations,
OA,Annual population,442,Luxembourg,551,Rural population,3010,Population - Est. & Proj.,2019,2019,1000 persons,52.396,X,Figure from international organizations,
OA,Annual population,442,Luxembourg,551,Rural population,3010,Population - Est. & Proj.,2020,2020,1000 persons,51.616,X,Figure from international organizations,
OA,Annual population,470,Malta,551,Rural population,3010,Population - Est. & Proj.,2010,2010,1000 persons,24.669,X,Figure from international organizations,
OA,Annual population,470,Malta,551,Rural population,3010,Population - Est. & Proj.,2011,2011,1000 persons,24.51,X,Figure from international organizations,
OA,Annual population,470,Malta,551,Rural population,3010,Population - Est. & Proj.,2012,2012,1000 persons,24.36,X,Figure from international organizations,
OA,Annual population,470,Malta,551,Rural population,3010,Population - Est. & Proj.,2013,2013,1000 persons,24.213,X,Figure from international organizations,
OA,Annual population,470,Malta,551,Rural population,3010,Population - Est. & Proj.,2014,2014,1000 persons,24.058,X,Figure from international organizations,
OA,Annual population,470,Malta,551,Rural population,3010,Population - Est. & Proj.,2015,2015,1000 persons,23.888,X,Figure from international organizations,
OA,Annual population,470,Malta,551,Rural population,3010,Population - Est. & Proj.,2016,2016,1000 persons,23.701,X,Figure from international organizations,
OA,Annual population,470,Malta,551,Rural population,3010,Population - Est. & Proj.,2017,2017,1000 persons,23.498,X,Figure from international organizations,
OA,Annual population,470,Malta,551,Rural population,3010,Population - Est. & Proj.,2018,2018,1000 persons,23.28,X,Figure from international organizations,
OA,Annual population,470,Malta,551,Rural population,3010,Population - Est. & Proj.,2019,2019,1000 persons,23.057,X,Figure from international organizations,
OA,Annual population,470,Malta,551,Rural population,3010,Population - Est. & Proj.,2020,2020,1000 persons,22.83,X,Figure from international organizations,
OA,Annual population,528,Netherlands,551,Rural population,3010,Population - Est. & Proj.,2010,2010,1000 persons,2146.443,X,Figure from international organizations,
OA,Annual population,528,Netherlands,551,Rural population,3010,Population - Est. & Proj.,2011,2011,1000 persons,2028.656,X,Figure from international organizations,
OA,Annual population,528,Netherlands,551,Rural population,3010,Population - Est. & Proj.,2012,2012,1000 persons,1915.976,X,Figure from international organizations,
