Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
OA,Annual population,203,Czechia,561,Urban population,3010,Population - Est. & Proj.,2012,2012,1000 persons,7749.174,X,Figure from international organizations,
OA,Annual population,203,Czechia,561,Urban population,3010,Population - Est. & Proj.,2013,2013,1000 persons,7764.731,X,Figure from international organizations,
OA,Annual population,203,Czechia,561,Urban population,3010,Population - Est. & Proj.,2014,2014,1000 persons,7777.593,X,Figure from international organizations,
OA,Annual population,203,Czechia,561,Urban population,3010,Population - Est. & Proj.,2015,2015,1000 persons,7791.316,X,Figure from international organizations,
OA,Annual population,203,Czechia,561,Urban population,3010,Population - Est. & Proj.,2016,2016,1000 persons,7806.474,X,Figure from international organizations,
OA,Annual population,203,Czechia,561,Urban population,3010,Population - Est. & Proj.,2017,2017,1000 persons,7823.027,X,Figure from international organizations,
OA,Annual population,203,Czechia,561,Urban population,3010,Population - Est. & Proj.,2018,2018,1000 persons,7840.58,X,Figure from international organizations,
OA,Annual population,203,Czechia,561,Urban population,3010,Population - Est. & Proj.,2019,2019,1000 persons,7858.221,X,Figure from international organizations,
OA,Annual population,203,Czechia,561,Urban population,3010,Population - Est. & Proj.,2020,2020,1000 persons,7875.268,X,Figure from international organizations,
OA,Annual population,208,Denmark,561,Urban population,3010,Population - Est. & Proj.,2010,2010,1000 persons,4821.305,X,Figure from international organizations,
OA,Annual population,208,Denmark,561,Urban population,3010,Population - Est. & Proj.,2011,2011,1000 persons,4854.722,X,Figure from international organizations,
OA,Annual population,208,Denmark,561,Urban population,3010,Population - Est. & Proj.,2012,2012,1000 persons,4889.233,X,Figure from international organizations,
OA,Annual population,208,Denmark,561,Urban population,3010,Population - Est. & Proj.,2013,2013,1000 persons,4921.377,X,Figure from international organizations,
OA,Annual population,208,Denmark,561,Urban population,3010,Population - Est. & Proj.,2014,2014,1000 persons,4950.814,X,Figure from international organizations,
OA,Annual population,208,Denmark,561,Urban population,3010,Population - Est. & Proj.,2015,2015,1000 persons,4979.108,X,Figure from international organizations,
OA,Annual population,208,Denmark,561,Urban population,3010,Population - Est. & Proj.,2016,2016,1000 persons,5006.008,X,Figure from international organizations,
OA,Annual population,208,Denmark,561,Urban population,3010,Population - Est. & Proj.,2017,2017,1000 persons,5031.58,X,Figure from international organizations,
OA,Annual population,208,Denmark,561,Urban population,3010,Population - Est. & Proj.,2018,2018,1000 persons,5056.587,X,Figure from international organizations,
OA,Annual population,208,Denmark,561,Urban population,3010,Population - Est. & Proj.,2019,2019,1000 persons,5081.84,X,Figure from international organizations,
OA,Annual population,208,Denmark,561,Urban population,3010,Population - Est. & Proj.,2020,2020,1000 persons,5107.903,X,Figure from international organizations,
OA,Annual population,233,Estonia,561,Urban population,3010,Population - Est. & Proj.,2010,2010,1000 persons,907.079,X,Figure from international organizations,
OA,Annual population,233,Estonia,561,Urban population,3010,Population - Est. & Proj.,2011,2011,1000 persons,902.878,X,Figure from international organizations,
OA,Annual population,233,Estonia,561,Urban population,3010,Population - Est. & Proj.,2012,2012,1000 persons,900.611,X,Figure from international organizations,
OA,Annual population,233,Estonia,561,Urban population,3010,Population - Est. & Proj.,2013,2013,1000 persons,900.268,X,Figure from international organizations,
OA,Annual population,233,Estonia,561,Urban population,3010,Population - Est. & Proj.,2014,2014,1000 persons,900.03,X,Figure from international organizations,
OA,Annual population,233,Estonia,561,Urban population,3010,Population - Est. & Proj.,2015,2015,1000 persons,899.89,X,Figure from international organizations,
OA,Annual population,233,Estonia,561,Urban population,3010,Population - Est. & Proj.,2016,2016,1000 persons,899.848,X,Figure from international organizations,
OA,Annual population,233,Estonia,561,Urban population,3010,Population - Est. & Proj.,2017,2017,1000 persons,899.945,X,Figure from international organizations,
OA,Annual population,233,Estonia,561,Urban population,3010,Population - Est. & Proj.,2018,2018,1000 persons,900.117,X,Figure from international organizations,
OA,Annual population,233,Estonia,561,Urban population,3010,Population - Est. & Proj.,2019,2019,1000 persons,900.282,X,Figure from international organizations,
OA,Annual population,233,Estonia,561,Urban population,3010,Population - Est. & Proj.,2020,2020,1000 persons,900.365,X,Figure from international organizations,
OA,Annual population,246,Finland,561,Urban population,3010,Population - Est. & Proj.,2010,2010,1000 persons,4494.902,X,Figure from international organizations,
OA,Annual population,246,Finland,561,Urban population,3010,Population - Est. & Proj.,2011,2011,1000 persons,4543.815,X,Figure from international organizations,
OA,Annual population,246,Finland,561,Urban population,3010,Population - Est. & Proj.,2012,2012,1000 persons,4592.453,X,Figure from international organizations,
OA,Annual population,246,Finland,561,Urban population,3010,Population - Est. & Proj.,2013,2013,1000 persons,4627.922,X,Figure from international organizations,
OA,Annual population,246,Finland,561,Urban population,3010,Population - Est. & Proj.,2014,2014,1000 persons,4650.324,X,Figure from international organizations,
OA,Annual population,246,Finland,561,Urban population,3010,Population - Est. & Proj.,2015,2015,1000 persons,4672.016,X,Figure from international organizations,
OA,Annual population,246,Finland,561,Urban population,3010,Population - Est. & Proj.,2016,2016,1000 persons,4692.803,X,Figure from international organizations,
OA,Annual population,246,Finland,561,Urban population,3010,Population - Est. & Proj.,2017,2017,1000 persons,4712.684,X,Figure from international organizations,
OA,Annual population,246,Finland,561,Urban population,3010,Population - Est. & Proj.,2018,2018,1000 persons,4732.3,X,Figure from international organizations,
OA,Annual population,246,Finland,561,Urban population,3010,Population - Est. & Proj.,2019,2019,1000 persons,4751.986,X,Figure from international organizations,
OA,Annual population,246,Finland,561,Urban population,3010,Population - Est. & Proj.,2020,2020,1000 persons,4771.979,X,Figure from international organizations,
OA,Annual population,250,France,561,Urban population,3010,Population - Est. & Proj.,2010,2010,1000 persons,49393.298,X,Figure from international organizations,
OA,Annual population,250,France,561,Urban population,3010,Population - Est. & Proj.,2011,2011,1000 persons,49802.211,X,Figure from international organizations,
OA,Annual population,250,France,561,Urban population,3010,Population - Est. & Proj.,2012,2012,1000 persons,50197.777,X,Figure from international organizations,
OA,Annual population,250,France,561,Urban population,3010,Population - Est. & Proj.,2013,2013,1000 persons,50583.16,X,Figure from international organizations,
OA,Annual population,250,France,561,Urban population,3010,Population - Est. & Proj.,2014,2014,1000 persons,50963.661,X,Figure from international organizations,
OA,Annual population,250,France,561,Urban population,3010,Population - Est. & Proj.,2015,2015,1000 persons,51343.241,X,Figure from international organizations,
OA,Annual population,250,France,561,Urban population,3010,Population - Est. & Proj.,2016,2016,1000 persons,51722.652,X,Figure from international organizations,
OA,Annual population,250,France,561,Urban population,3010,Population - Est. & Proj.,2017,2017,1000 persons,52100.536,X,Figure from international organizations,
OA,Annual population,250,France,561,Urban population,3010,Population - Est. & Proj.,2018,2018,1000 persons,52476.365,X,Figure from international organizations,
OA,Annual population,250,France,561,Urban population,3010,Population - Est. & Proj.,2019,2019,1000 persons,52849.078,X,Figure from international organizations,
OA,Annual population,250,France,561,Urban population,3010,Population - Est. & Proj.,2020,2020,1000 persons,53217.966,X,Figure from international organizations,
OA,Annual population,276,Germany,561,Urban population,3010,Population - Est. & Proj.,2010,2010,1000 persons,62261.612,X,Figure from international organizations,
OA,Annual population,276,Germany,561,Urban population,3010,Population - Est. & Proj.,2011,2011,1000 persons,62448.659,X,Figure from international organizations,
OA,Annual population,276,Germany,561,Urban population,3010,Population - Est. & Proj.,2012,2012,1000 persons,62558.823,X,Figure from international organizations,
OA,Annual population,276,Germany,561,Urban population,3010,Population - Est. & Proj.,2013,2013,1000 persons,62720.439,X,Figure from international organizations,
OA,Annual population,276,Germany,561,Urban population,3010,Population - Est. & Proj.,2014,2014,1000 persons,62901.872,X,Figure from international organizations,
OA,Annual population,276,Germany,561,Urban population,3010,Population - Est. & Proj.,2015,2015,1000 persons,63078.413,X,Figure from international organizations,
OA,Annual population,276,Germany,561,Urban population,3010,Population - Est. & Proj.,2016,2016,1000 persons,63257.479,X,Figure from international organizations,
OA,Annual population,276,Germany,561,Urban population,3010,Population - Est. & Proj.,2017,2017,1000 persons,63442.124,X,Figure from international organizations,
OA,Annual population,276,Germany,561,Urban population,3010,Population - Est. & Proj.,2018,2018,1000 persons,63622.346,X,Figure from international organizations,
OA,Annual population,276,Germany,561,Urban population,3010,Population - Est. & Proj.,2019,2019,1000 persons,63787.507,X,Figure from international organizations,
OA,Annual population,276,Germany,561,Urban population,3010,Population - Est. & Proj.,2020,2020,1000 persons,63930.305,X,Figure from international organizations,
OA,Annual population,300,Greece,561,Urban population,3010,Population - Est. & Proj.,2010,2010,1000 persons,8732.44,X,Figure from international organizations,
OA,Annual population,300,Greece,561,Urban population,3010,Population - Est. & Proj.,2011,2011,1000 persons,8755.52,X,Figure from international organizations,
OA,Annual population,300,Greece,561,Urban population,3010,Population - Est. & Proj.,2012,2012,1000 persons,8761.695,X,Figure from international organizations,
OA,Annual population,300,Greece,561,Urban population,3010,Population - Est. & Proj.,2013,2013,1000 persons,8757.539,X,Figure from international organizations,
OA,Annual population,300,Greece,561,Urban population,3010,Population - Est. & Proj.,2014,2014,1000 persons,8752.916,X,Figure from international organizations,
OA,Annual population,300,Greece,561,Urban population,3010,Population - Est. & Proj.,2015,2015,1000 persons,8755.057,X,Figure from international organizations,
OA,Annual population,300,Greece,561,Urban population,3010,Population - Est. & Proj.,2016,2016,1000 persons,8766.565,X,Figure from international organizations,
OA,Annual population,300,Greece,561,Urban population,3010,Population - Est. & Proj.,2017,2017,1000 persons,8785.441,X,Figure from international organizations,
OA,Annual population,300,Greece,561,Urban population,3010,Population - Est. & Proj.,2018,2018,1000 persons,8808.771,X,Figure from international organizations,
OA,Annual population,300,Greece,561,Urban population,3010,Population - Est. & Proj.,2019,2019,1000 persons,8831.631,X,Figure from international organizations,
OA,Annual population,300,Greece,561,Urban population,3010,Population - Est. & Proj.,2020,2020,1000 persons,8850.409,X,Figure from international organizations,
OA,Annual population,348,Hungary,561,Urban population,3010,Population - Est. & Proj.,2010,2010,1000 persons,6841.345,X,Figure from international organizations,
OA,Annual population,348,Hungary,561,Urban population,3010,Population - Est. & Proj.,2011,2011,1000 persons,6865.183,X,Figure from international organizations,
OA,Annual population,348,Hungary,561,Urban population,3010,Population - Est. & Proj.,2012,2012,1000 persons,6876.953,X,Figure from international organizations,
OA,Annual population,348,Hungary,561,Urban population,3010,Population - Est. & Proj.,2013,2013,1000 persons,6884.55,X,Figure from international organizations,
OA,Annual population,348,Hungary,561,Urban population,3010,Population - Est. & Proj.,2014,2014,1000 persons,6891.627,X,Figure from international organizations,
OA,Annual population,348,Hungary,561,Urban population,3010,Population - Est. & Proj.,2015,2015,1000 persons,6897.667,X,Figure from international organizations,
OA,Annual population,348,Hungary,561,Urban population,3010,Population - Est. & Proj.,2016,2016,1000 persons,6903.238,X,Figure from international organizations,
OA,Annual population,348,Hungary,561,Urban population,3010,Population - Est. & Proj.,2017,2017,1000 persons,6908.347,X,Figure from international organizations,
OA,Annual population,348,Hungary,561,Urban population,3010,Population - Est. & Proj.,2018,2018,1000 persons,6913.062,X,Figure from international organizations,
OA,Annual population,348,Hungary,561,Urban population,3010,Population - Est. & Proj.,2019,2019,1000 persons,6917.508,X,Figure from international organizations,
OA,Annual population,348,Hungary,561,Urban population,3010,Population - Est. & Proj.,2020,2020,1000 persons,6921.767,X,Figure from international organizations,
OA,Annual population,372,Ireland,561,Urban population,3010,Population - Est. & Proj.,2010,2010,1000 persons,2847.514,X,Figure from international organizations,
OA,Annual population,372,Ireland,561,Urban population,3010,Population - Est. & Proj.,2011,2011,1000 persons,2878.783,X,Figure from international organizations,
OA,Annual population,372,Ireland,561,Urban population,3010,Population - Est. & Proj.,2012,2012,1000 persons,2897.729,X,Figure from international organizations,
OA,Annual population,372,Ireland,561,Urban population,3010,Population - Est. & Proj.,2013,2013,1000 persons,2909.43,X,Figure from international organizations,
OA,Annual population,372,Ireland,561,Urban population,3010,Population - Est. & Proj.,2014,2014,1000 persons,2921.471,X,Figure from international organizations,
OA,Annual population,372,Ireland,561,Urban population,3010,Population - Est. & Proj.,2015,2015,1000 persons,2939.375,X,Figure from international organizations,
OA,Annual population,372,Ireland,561,Urban population,3010,Population - Est. & Proj.,2016,2016,1000 persons,2964.988,X,Figure from international organizations,
OA,Annual population,372,Ireland,561,Urban population,3010,Population - Est. & Proj.,2017,2017,1000 persons,2997.322,X,Figure from international organizations,
OA,Annual population,372,Ireland,561,Urban population,3010,Population - Est. & Proj.,2018,2018,1000 persons,3034.528,X,Figure from international organizations,
OA,Annual population,372,Ireland,561,Urban population,3010,Population - Est. & Proj.,2019,2019,1000 persons,3073.341,X,Figure from international organizations,
OA,Annual population,372,Ireland,561,Urban population,3010,Population - Est. & Proj.,2020,2020,1000 persons,3111.336,X,Figure from international organizations,
OA,Annual population,380,Italy,561,Urban population,3010,Population - Est. & Proj.,2010,2010,1000 persons,40811.31,X,Figure from international organizations,
OA,Annual population,380,Italy,561,Urban population,3010,Population - Est. & Proj.,2011,2011,1000 persons,40901.795,X,Figure from international organizations,
OA,Annual population,380,Italy,561,Urban population,3010,Population - Est. & Proj.,2012,2012,1000 persons,41027.723,X,Figure from international organizations,
OA,Annual population,380,Italy,561,Urban population,3010,Population - Est. & Proj.,2013,2013,1000 persons,41158.347,X,Figure from international organizations,
OA,Annual population,380,Italy,561,Urban population,3010,Population - Est. & Proj.,2014,2014,1000 persons,41276.482,X,Figure from international organizations,
OA,Annual population,380,Italy,561,Urban population,3010,Population - Est. & Proj.,2015,2015,1000 persons,41393.818,X,Figure from international organizations,
OA,Annual population,380,Italy,561,Urban population,3010,Population - Est. & Proj.,2016,2016,1000 persons,41515.002,X,Figure from international organizations,
OA,Annual population,380,Italy,561,Urban population,3010,Population - Est. & Proj.,2017,2017,1000 persons,41637.312,X,Figure from international organizations,
OA,Annual population,380,Italy,561,Urban population,3010,Population - Est. & Proj.,2018,2018,1000 persons,41763.099,X,Figure from international organizations,
OA,Annual population,380,Italy,561,Urban population,3010,Population - Est. & Proj.,2019,2019,1000 persons,41887.345,X,Figure from international organizations,
OA,Annual population,380,Italy,561,Urban population,3010,Population - Est. & Proj.,2020,2020,1000 persons,42006.701,X,Figure from international organizations,
OA,Annual population,428,Latvia,561,Urban population,3010,Population - Est. & Proj.,2010,2010,1000 persons,1437.458,X,Figure from international organizations,
OA,Annual population,428,Latvia,561,Urban population,3010,Population - Est. & Proj.,2011,2011,1000 persons,1420.159,X,Figure from international organizations,
OA,Annual population,428,Latvia,561,Urban population,3010,Population - Est. & Proj.,2012,2012,1000 persons,1403.005,X,Figure from international organizations,
OA,Annual population,428,Latvia,561,Urban population,3010,Population - Est. & Proj.,2013,2013,1000 persons,1386.195,X,Figure from international organizations,
OA,Annual population,428,Latvia,561,Urban population,3010,Population - Est. & Proj.,2014,2014,1000 persons,1370.004,X,Figure from international organizations,
OA,Annual population,428,Latvia,561,Urban population,3010,Population - Est. & Proj.,2015,2015,1000 persons,1354.612,X,Figure from international organizations,
OA,Annual population,428,Latvia,561,Urban population,3010,Population - Est. & Proj.,2016,2016,1000 persons,1340.371,X,Figure from international organizations,
OA,Annual population,428,Latvia,561,Urban population,3010,Population - Est. & Proj.,2017,2017,1000 persons,1327.234,X,Figure from international organizations,
OA,Annual population,428,Latvia,561,Urban population,3010,Population - Est. & Proj.,2018,2018,1000 persons,1315.095,X,Figure from international organizations,
OA,Annual population,428,Latvia,561,Urban population,3010,Population - Est. & Proj.,2019,2019,1000 persons,1303.794,X,Figure from international organizations,
OA,Annual population,428,Latvia,561,Urban population,3010,Population - Est. & Proj.,2020,2020,1000 persons,1293.197,X,Figure from international organizations,
OA,Annual population,440,Lithuania,561,Urban population,3010,Population - Est. & Proj.,2010,2010,1000 persons,2085.346,X,Figure from international organizations,
OA,Annual population,440,Lithuania,561,Urban population,3010,Population - Est. & Proj.,2011,2011,1000 persons,2055.544,X,Figure from international organizations,
OA,Annual population,440,Lithuania,561,Urban population,3010,Population - Est. & Proj.,2012,2012,1000 persons,2030.818,X,Figure from international organizations,
OA,Annual population,440,Lithuania,561,Urban population,3010,Population - Est. & Proj.,2013,2013,1000 persons,2007.793,X,Figure from international organizations,
OA,Annual population,440,Lithuania,561,Urban population,3010,Population - Est. & Proj.,2014,2014,1000 persons,1987.639,X,Figure from international organizations,
OA,Annual population,440,Lithuania,561,Urban population,3010,Population - Est. & Proj.,2015,2015,1000 persons,1971.134,X,Figure from international organizations,
OA,Annual population,440,Lithuania,561,Urban population,3010,Population - Est. & Proj.,2016,2016,1000 persons,1959.17,X,Figure from international organizations,
OA,Annual population,440,Lithuania,561,Urban population,3010,Population - Est. & Proj.,2017,2017,1000 persons,1951.399,X,Figure from international organizations,
OA,Annual population,440,Lithuania,561,Urban population,3010,Population - Est. & Proj.,2018,2018,1000 persons,1946.762,X,Figure from international organizations,
OA,Annual population,440,Lithuania,561,Urban population,3010,Population - Est. & Proj.,2019,2019,1000 persons,1943.693,X,Figure from international organizations,
OA,Annual population,440,Lithuania,561,Urban population,3010,Population - Est. & Proj.,2020,2020,1000 persons,1940.986,X,Figure from international organizations,
OA,Annual population,442,Luxembourg,561,Urban population,3010,Population - Est. & Proj.,2010,2010,1000 persons,449.722,X,Figure from international organizations,
OA,Annual population,442,Luxembourg,561,Urban population,3010,Population - Est. & Proj.,2011,2011,1000 persons,462.26,X,Figure from international organizations,
OA,Annual population,442,Luxembourg,561,Urban population,3010,Population - Est. & Proj.,2012,2012,1000 persons,475.148,X,Figure from international organizations,
OA,Annual population,442,Luxembourg,561,Urban population,3010,Population - Est. & Proj.,2013,2013,1000 persons,487.929,X,Figure from international organizations,
OA,Annual population,442,Luxembourg,561,Urban population,3010,Population - Est. & Proj.,2014,2014,1000 persons,500.039,X,Figure from international organizations,
OA,Annual population,442,Luxembourg,561,Urban population,3010,Population - Est. & Proj.,2015,2015,1000 persons,511.081,X,Figure from international organizations,
OA,Annual population,442,Luxembourg,561,Urban population,3010,Population - Est. & Proj.,2016,2016,1000 persons,520.82,X,Figure from international organizations,
OA,Annual population,442,Luxembourg,561,Urban population,3010,Population - Est. & Proj.,2017,2017,1000 persons,529.352,X,Figure from international organizations,
OA,Annual population,442,Luxembourg,561,Urban population,3010,Population - Est. & Proj.,2018,2018,1000 persons,537.082,X,Figure from international organizations,
OA,Annual population,442,Luxembourg,561,Urban population,3010,Population - Est. & Proj.,2019,2019,1000 persons,544.596,X,Figure from international organizations,
OA,Annual population,442,Luxembourg,561,Urban population,3010,Population - Est. & Proj.,2020,2020,1000 persons,552.328,X,Figure from international organizations,
OA,Annual population,470,Malta,561,Urban population,3010,Population - Est. & Proj.,2010,2010,1000 persons,391.441,X,Figure from international organizations,
OA,Annual population,470,Malta,561,Urban population,3010,Population - Est. & Proj.,2011,2011,1000 persons,393.857,X,Figure from international organizations,
OA,Annual population,470,Malta,561,Urban population,3010,Population - Est. & Proj.,2012,2012,1000 persons,396.429,X,Figure from international organizations,
OA,Annual population,470,Malta,561,Urban population,3010,Population - Est. & Proj.,2013,2013,1000 persons,399.033,X,Figure from international organizations,
OA,Annual population,470,Malta,561,Urban population,3010,Population - Est. & Proj.,2014,2014,1000 persons,401.512,X,Figure from international organizations,
OA,Annual population,470,Malta,561,Urban population,3010,Population - Est. & Proj.,2015,2015,1000 persons,403.728,X,Figure from international organizations,
OA,Annual population,470,Malta,561,Urban population,3010,Population - Est. & Proj.,2016,2016,1000 persons,405.661,X,Figure from international organizations,
OA,Annual population,470,Malta,561,Urban population,3010,Population - Est. & Proj.,2017,2017,1000 persons,407.337,X,Figure from international organizations,
OA,Annual population,470,Malta,561,Urban population,3010,Population - Est. & Proj.,2018,2018,1000 persons,408.809,X,Figure from international organizations,
OA,Annual population,470,Malta,561,Urban population,3010,Population - Est. & Proj.,2019,2019,1000 persons,410.188,X,Figure from international organizations,
OA,Annual population,470,Malta,561,Urban population,3010,Population - Est. & Proj.,2020,2020,1000 persons,411.533,X,Figure from international organizations,
OA,Annual population,528,Netherlands,561,Urban population,3010,Population - Est. & Proj.,2010,2010,1000 persons,14536.474,X,Figure from international organizations,
OA,Annual population,528,Netherlands,561,Urban population,3010,Population - Est. & Proj.,2011,2011,1000 persons,14708.346,X,Figure from international organizations,
